PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,%Activity at 18.75 uM_Mean,%Activity at 18.75 uM_1,%Activity at 18.75 uM_2,%Activity at 18.75 uM_3,%Activity at 18.75 uM_4,Value_1,Value_2,Value_3,Value_4,Mean High,STD Deviation High,Mean Low,STD Deviation Low,PUBCHEM_SMILES
1098,14738772.0,348206.0,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)O,Inactive,21.0,,,26.05,29.02,27.94,23.32,23.92,620.88,630.2,670,664.88,0,9.98,100,0.78,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)O
1099,49828705.0,25237201.0,C1=CC=C(C=C1)/C=C/COC2=CC=CC(=C2)/C=N\NC(=O)CC#N,Active,30.0,,,71.37,72.38,72.73,70.69,69.67,246.92,243.93,261.53,270.33,0,9.98,100,0.78,C1=CC=C(C=C1)/C=C/COC2=CC=CC(=C2)/C=N\NC(=O)CC#N
1100,24834159.0,2346972.0,CN1C(=C(C(=O)N(C1=O)C)C(=O)COC(=O)C2=CC(=CC=C2)S(=O)(=O)N(C)C)N,Inactive,21.0,,,-10.07,-8.89,-19.28,-3.22,-8.89,947.76,1037.37,898.89,947.74,0,9.98,100,0.78,CN1C(=C(C(=O)N(C1=O)C)C(=O)COC(=O)C2=CC(=CC=C2)S(=O)(=O)N(C)C)N
1101,4241663.0,3236608.0,CCOC(=O)C1CCCCN1C(=O)CCC2=C(N3C(=NC=N3)N=C2C)C,Active,30.0,,,49.32,41.63,53.6,52.48,49.58,512.11,408.89,418.57,443.56,0,9.98,100,0.78,CCOC(=O)C1CCCCN1C(=O)CCC2=C(N3C(=NC=N3)N=C2C)C
1102,866055.0,667316.0,COC1=CC=C(C=C1)C2=NOC(=N2)CCCC(=O)O,Active,30.0,,,94.49,94.55,95.36,93.89,94.17,55.75,48.75,61.47,59.04,0,9.98,100,0.78,COC1=CC=C(C=C1)C2=NOC(=N2)CCCC(=O)O
1103,14745497.0,2386027.0,C1CCN(CC1)C2=C(C(=O)N(N=C2)C3=NC4=CC=CC=C4N3)Cl,Active,30.0,,,79.26,79.28,75.58,82.13,80.06,187.47,219.37,162.84,180.76,0,9.98,100,0.78,C1CCN(CC1)C2=C(C(=O)N(N=C2)C3=NC4=CC=CC=C4N3)Cl
1104,24823139.0,16008920.0,COC1=CC2=NC3=C(C=C2C=C1)C(=NN3C(=O)C4=CC=CC=C4Cl)N,Inactive,21.0,,,20.43,22.51,26.45,18.19,14.57,677.03,643.01,714.22,745.43,0,9.98,100,0.78,COC1=CC2=NC3=C(C=C2C=C1)C(=NN3C(=O)C4=CC=CC=C4Cl)N
1105,49675656.0,2383728.0,C1=CC(=CC(=C1)O)/C=C(/C#N)\C(=O)NCC2=CC=C(C=C2)Cl,Inactive,21.0,,,29.87,32.9,28.65,23.64,34.29,587.38,624.03,667.29,575.42,0,9.98,100,0.78,C1=CC(=CC(=C1)O)/C=C(/C#N)\C(=O)NCC2=CC=C(C=C2)Cl
1106,4265481.0,2302047.0,COC1=CC=CC=C1N2C(=NN=N2)S(=O)(=O)CC3=CC=C(C=C3)Cl,Active,30.0,,,70.47,65.55,65.25,75.01,76.09,305.89,308.45,224.29,214.92,0,9.98,100,0.78,COC1=CC=CC=C1N2C(=NN=N2)S(=O)(=O)CC3=CC=C(C=C3)Cl
1107,49734252.0,4602964.0,CC1=C(N2C=CC=CC2=C1)C(C[N+](=O)[O-])C3=C(C=CC(=C3)OC)OC,Inactive,21.0,,,17.82,11.4,24.37,17.06,18.45,772.77,660.95,723.98,711.97,0,9.98,100,0.78,CC1=C(N2C=CC=CC2=C1)C(C[N+](=O)[O-])C3=C(C=CC(=C3)OC)OC
1108,92763835.0,327536.0,CC(=O)OC1CCC2(C(C1(C)C)CC(C3=CC(CCC2=O)C(=C)C3=O)O)C,Active,30.0,,,95.48,95.65,96.01,94.49,95.76,46.27,43.16,56.26,45.36,0,9.98,100,0.78,CC(=O)OC1CCC2(C(C1(C)C)CC(C3=CC(CCC2=O)C(=C)C3=O)O)C
1109,47204135.0,3090729.0,CC1CCCC(C1)OC(=O)C2=C(NC(=O)NC2C3=CC=C(C=C3)OC)C,Inactive,21.0,,,10.47,12.35,11.07,5.95,12.51,764.63,775.63,819.81,763.2,0,9.98,100,0.78,CC1CCCC(C1)OC(=O)C2=C(NC(=O)NC2C3=CC=C(C=C3)OC)C
1110,24805492.0,5759184.0,CC(C)(C)C(=O)/C(=C/C1=CC=NC=C1)/N2C=NC=N2,Active,30.0,,,62.3,63.86,61.77,56.28,67.29,320.43,338.42,385.79,290.87,0,9.98,100,0.78,CC(C)(C)C(=O)/C(=C/C1=CC=NC=C1)/N2C=NC=N2
1111,860230.0,661535.0,C1=CC=C(C=C1)CN2C(=C(C3=C2N=CN(C3=N)CCCN4C=CN=C4)C5=CC=CC=C5)C6=CC=CC=C6,Inactive,21.0,,,31.85,37.56,35.19,31.67,22.97,547.25,567.62,598.05,673.06,0,9.98,100,0.78,C1=CC=C(C=C1)CN2C(=C(C3=C2N=CN(C3=N)CCCN4C=CN=C4)C5=CC=CC=C5)C6=CC=CC=C6
1112,17516572.0,6265504.0,CC1=CC(=CC=C1)/C=C(\C2=NC3=CC=CC=C3N2)/S(=O)(=O)C4=CC=CC=C4,Active,30.0,,,91.94,92.22,92.13,91.06,92.33,75.85,76.66,85.86,74.91,0,9.98,100,0.78,CC1=CC(=CC=C1)/C=C(\C2=NC3=CC=CC=C3N2)/S(=O)(=O)C4=CC=CC=C4
1113,14745248.0,4884388.0,C1COC(=O)C1SC2=NC3=C(N2CC4=CC=CC=C4)C=CC(=C3)Cl,Inactive,21.0,,,3.61,2.21,1.49,7.07,3.68,852.03,858.29,810.15,839.34,0,9.98,100,0.78,C1COC(=O)C1SC2=NC3=C(N2CC4=CC=CC=C4)C=CC(=C3)Cl
1114,24793712.0,5350830.0,CC1=C(C(=O)C2=CC=CC=C2N1)C(=O)/C=C/C3=CC=CC=C3,Active,30.0,,,85.27,85.08,85.03,85.28,85.67,137.48,137.84,135.68,132.37,0,9.98,100,0.78,CC1=C(C(=O)C2=CC=CC=C2N1)C(=O)/C=C/C3=CC=CC=C3
1115,49728246.0,135477705.0,CC(C)(C)C1=CC=C(C=C1)CN2C3=C(C(=O)NC(=N3)C4CCCN(C4)C(=O)C5=CC=CS5)N=N2,Inactive,21.0,,,13.86,14.97,14.07,11.22,15.17,742,749.8,774.38,740.33,0,9.98,100,0.78,CC(C)(C)C1=CC=C(C=C1)CN2C3=C(C(=O)NC(=N3)C4CCCN(C4)C(=O)C5=CC=CS5)N=N2
1116,858142.0,659499.0,C1=CC2=C(C=C1N)N=C(O2)C3=C(C=CC(=C3)Br)Cl,Active,30.0,,,89.67,88.44,89.2,90.36,90.69,108.45,101.93,91.88,89.08,0,9.98,100,0.78,C1=CC2=C(C=C1N)N=C(O2)C3=C(C=CC(=C3)Br)Cl
1117,49726151.0,2943399.0,CC(C12CC3CC(C1)CC(C3)C2)NC(=O)C4=CC=C(O4)[N+](=O)[O-],Inactive,21.0,,,21.37,26.5,27.55,15.81,15.61,642.61,633.51,734.78,736.51,0,9.98,100,0.78,CC(C12CC3CC(C1)CC(C3)C2)NC(=O)C4=CC=C(O4)[N+](=O)[O-]
1118,56463613.0,6852401.0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6CC(=O)OC6)O)CO)O)O)O)O,Inactive,21.0,,,0.91,4.42,-0.84,-0.74,0.8,832.97,878.33,877.46,864.22,0,9.98,100,0.78,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6CC(=O)OC6)O)CO)O)O)O)O
1119,49735779.0,20920428.0,CC1=CC(=CC=C1)CNC(=O)C2CCN(CC2)C3=NN=C(C4=C(N(N=C43)C5=CC=C(C=C5)OC)C)C,Active,30.0,,,76.41,84.29,84.48,67.55,69.33,144.27,142.63,288.61,273.24,0,9.98,100,0.78,CC1=CC(=CC=C1)CNC(=O)C2CCN(CC2)C3=NN=C(C4=C(N(N=C43)C5=CC=C(C=C5)OC)C)C
1120,92764574.0,262537.0,COC1=CC(=CC(=C1OC)OC)C=CC(=O)C2=CC(=C(C(=C2)OC)OC)OC,Active,30.0,,,89.26,90.26,90.11,89.28,87.36,92.76,94.03,101.18,117.75,0,9.98,100,0.78,COC1=CC(=CC(=C1OC)OC)C=CC(=O)C2=CC(=C(C(=C2)OC)OC)OC
1121,4262714.0,768473.0,CCN(CC)CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,Inactive,21.0,,,7.42,5.07,8.13,8.17,8.29,827.37,801,800.63,799.61,0,9.98,100,0.78,CCN(CC)CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2
1122,17507644.0,5719932.0,CC1=CC(=C(C(=O)N1)C(=O)/C=C/C2=CC=CC3=CC=CC=C32)C,Active,30.0,,,92.16,91.95,91.33,92.27,93.1,78.18,83.54,75.41,68.26,0,9.98,100,0.78,CC1=CC(=C(C(=O)N1)C(=O)/C=C/C2=CC=CC3=CC=CC=C32)C
1123,7965251.0,5307507.0,COC1=CC2=NC3=C(C=C2C=C1)C(=NN3C(=O)CC4=CC=CC=C4OC)N,Inactive,21.0,,,13.47,8.94,15.41,12.89,16.65,794.04,738.22,759.95,727.53,0,9.98,100,0.78,COC1=CC2=NC3=C(C=C2C=C1)C(=NN3C(=O)CC4=CC=CC=C4OC)N
1124,22406405.0,2426240.0,CC1=CC=C(C=C1)NC(=S)NNC2=C(C=C(C=N2)C(F)(F)F)Cl,Active,30.0,,,81.5,80.56,81.78,80.96,82.72,176.42,165.9,172.97,157.82,0,9.98,100,0.78,CC1=CC=C(C=C1)NC(=S)NNC2=C(C=C(C=N2)C(F)(F)F)Cl
1125,89850462.0,83156.0,C1=CC=C(C(=C1)N2C(=O)C=CC2=O)N3C(=O)C=CC3=O,Active,30.0,,,55.51,55.49,50.85,59.15,56.53,392.56,432.62,361.07,383.59,0,9.98,100,0.78,C1=CC=C(C(=C1)N2C(=O)C=CC2=O)N3C(=O)C=CC3=O
1126,22411273.0,9657585.0,CC1=NN(C(=C1/C=N/NC2=CC(=C(C=C2)Cl)C(=O)O)Cl)C3=CC=CC=C3,Active,30.0,,,55.69,54.01,56,56.08,56.65,405.35,388.22,387.48,382.59,0,9.98,100,0.78,CC1=NN(C(=C1/C=N/NC2=CC(=C(C=C2)Cl)C(=O)O)Cl)C3=CC=CC=C3
1127,93576985.0,495575.0,CC1=C2C(C3C(CC1)C(=C)C(=O)O3)C4(C(C2=O)O4)C,Active,30.0,,,97.13,95.22,97.2,97.56,98.53,50.01,32.92,29.8,21.48,0,9.98,100,0.78,CC1=C2C(C3C(CC1)C(=C)C(=O)O3)C4(C(C2=O)O4)C
1128,49646405.0,3833990.0,CC1=C(C(=O)OC2=CC3=C(C=C12)C(=CO3)C4=CC(=CC=C4)OC)CCC(=O)O,Active,30.0,,,56.62,58.34,58.4,55.49,54.26,368.03,367.52,392.58,403.25,0,9.98,100,0.78,CC1=C(C(=O)OC2=CC3=C(C=C12)C(=CO3)C4=CC(=CC=C4)OC)CCC(=O)O
1129,85201038.0,44202126.0,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O[C@H]7[C@@H]([C@H]([C@H](CO7)O)O)O)O,Active,30.0,,,94.49,92.73,94.35,95.4,95.47,71.46,57.54,48.42,47.88,0,9.98,100,0.78,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O[C@H]7[C@@H]([C@H]([C@H](CO7)O)O)O)O
1130,26671154.0,1830648.0,COC(=O)CSC1=C(C(=C(C(=N1)N)C#N)C2=CC=C(C=C2)O)C#N,Inactive,21.0,,,34.92,34.6,37.1,35.59,32.37,572.75,551.18,564.17,591.98,0,9.98,100,0.78,COC(=O)CSC1=C(C(=C(C(=N1)N)C#N)C2=CC=C(C=C2)O)C#N
1131,51087836.0,5905739.0,C1CC2=C(C=CC(=C2)C(=O)/C=C/C(=O)O)C3=CC=CC=C31,Active,30.0,,,57.12,60.69,59.2,54.51,54.09,347.75,360.64,401.01,404.7,0,9.98,100,0.78,C1CC2=C(C=CC(=C2)C(=O)/C=C/C(=O)O)C3=CC=CC=C31
1132,26662094.0,3664264.0,COC1=C(C=C(C=C1)C2C3=C(C=C(C=C3)O)OC4=C2C5=NC(=NN5C=N4)C6=CN=CC=C6)OC,Inactive,21.0,,,37.29,38.18,38.28,33.09,39.61,541.9,541.03,585.72,529.52,0,9.98,100,0.78,COC1=C(C=C(C=C1)C2C3=C(C=C(C=C3)O)OC4=C2C5=NC(=NN5C=N4)C6=CN=CC=C6)OC
1133,24813247.0,2144809.0,COC1=C(C=C2C(=C1)C(=C(C=N2)S(=O)(=O)C3=CC=CC=C3)N4CCC5(CC4)OCCO5)OC,Inactive,21.0,,,21.71,21.28,18.19,26.28,21.1,687.62,714.28,644.51,689.18,0,9.98,100,0.78,COC1=C(C=C2C(=C1)C(=C(C=N2)S(=O)(=O)C3=CC=CC=C3)N4CCC5(CC4)OCCO5)OC
1134,49644280.0,3145239.0,COC1=CC=C(C=C1)C2=C(OC3=NC=NC(=C23)NCCCO)C4=CC=C(C=C4)OC,Inactive,21.0,,,37.9,37.01,43.02,35.74,35.84,551.95,500.17,562.93,562.09,0,9.98,100,0.78,COC1=CC=C(C=C1)C2=C(OC3=NC=NC(=C23)NCCCO)C4=CC=C(C=C4)OC
1135,17413044.0,5721593.0,CC1=C2CCCCC2=C(C(=O)N1)C(=O)/C=C/C3=CC=CC=C3,Active,30.0,,,81.06,81.34,82.53,79.34,81.02,169.73,159.42,186.91,172.42,0,9.98,100,0.78,CC1=C2CCCCC2=C(C(=O)N1)C(=O)/C=C/C3=CC=CC=C3
1136,92763865.0,45280983.0,C/C=C(\COC(=O)C)/C(=O)OC1CC2(C(O2)C3C(O3)C(=CC4C1C(=C)C(=O)O4)CO)C,Active,30.0,,,92.53,93.76,91.12,93.87,91.37,62.56,85.35,61.61,83.22,0,9.98,100,0.78,C/C=C(\COC(=O)C)/C(=O)OC1CC2(C(O2)C3C(O3)C(=CC4C1C(=C)C(=O)O4)CO)C
1137,17414859.0,2866858.0,CC1=C(C2=C(O1)C=CC(=C2)N(C(=O)C)S(=O)(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-])C(=O)C,Inactive,21.0,,,-1.18,-5.65,1.9,-5.18,4.2,919.87,854.71,915.78,834.93,0,9.98,100,0.78,CC1=C(C2=C(O1)C=CC(=C2)N(C(=O)C)S(=O)(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-])C(=O)C
1138,92764051.0,299925.0,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)CCl)NC(=O)OCC2=CC=CC=C2,Active,30.0,,,72.99,77.61,71.09,73.59,69.67,201.83,258.09,236.51,270.31,0,9.98,100,0.78,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)CCl)NC(=O)OCC2=CC=CC=C2
1139,49643585.0,1113672.0,C1COCCN1C2=NC(=NC(=N2)NC3=CC(=CC=C3)O)N4CCOCC4,Inactive,21.0,,,23.96,22.66,26.42,22.95,23.8,675.7,643.25,673.2,665.9,0,9.98,100,0.78,C1COCCN1C2=NC(=NC(=N2)NC3=CC(=CC=C3)O)N4CCOCC4
1140,17402824.0,1474465.0,CC1=CC=C(C=C1)C(=O)OCN2C(=O)C(=C(C=N2)Cl)Cl,Active,30.0,,,98.05,97.29,98.52,97.51,98.89,32.16,21.55,30.26,18.37,0,9.98,100,0.78,CC1=CC=C(C=C1)C(=O)OCN2C(=O)C(=C(C=N2)Cl)Cl
1141,24824928.0,2121567.0,CN(C)C1=NC(=C(N1C2=CC=C(C=C2)F)Cl)C=C(C#N)C#N,Active,30.0,,,92.31,92.73,91.56,93.42,91.53,71.48,81.56,65.49,81.79,0,9.98,100,0.78,CN(C)C1=NC(=C(N1C2=CC=C(C=C2)F)Cl)C=C(C#N)C#N
1142,47195130.0,5412959.0,CC1=CC2=C(C=C1C)NC3=C2C(=NC4=CC=CC=C43)C,Inactive,21.0,,,-4.26,0.16,-9.58,-3.93,-3.7,869.69,953.69,905,902.97,0,9.98,100,0.78,CC1=CC2=C(C=C1C)NC3=C2C(=NC4=CC=CC=C43)C
1143,24801184.0,3182835.0,CC1=C2C(=CC=C1)C=C(C(=O)N2)C(C3=NN=NN3CC4=CC=C(C=C4)OC)N5CCN(CC5)C,Inactive,21.0,,,-3.16,-6,-0.92,-2.18,-3.54,922.82,879.01,889.9,901.66,0,9.98,100,0.78,CC1=C2C(=CC=C1)C=C(C(=O)N2)C(C3=NN=NN3CC4=CC=C(C=C4)OC)N5CCN(CC5)C
1144,99361072.0,329304.0,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])SC2=NC=NC=C2,Active,30.0,,,60.93,63.75,65.84,48.32,65.83,321.35,303.36,454.46,303.44,0,9.98,100,0.78,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])SC2=NC=NC=C2
1145,57264695.0,6524335.0,CC1=NN=NN1/C(=C\C2=CC=CC=C2)/C(=O)OCC(=O)N(CCC#N)C3=CC=CC=C3,Active,30.0,,,40.57,26.67,44.16,44.51,46.93,641.14,490.29,487.29,466.38,0,9.98,100,0.78,CC1=NN=NN1/C(=C\C2=CC=CC=C2)/C(=O)OCC(=O)N(CCC#N)C3=CC=CC=C3
1146,85269705.0,2318546.0,CC1=CC=C(C=C1)OC2=CC=C(C=C2)OCC(=O)NC3=CC=NC=C3,Active,30.0,,,77.04,77.06,76.54,77.81,76.72,206.6,211.05,200.09,209.51,0,9.98,100,0.78,CC1=CC=C(C=C1)OC2=CC=C(C=C2)OCC(=O)NC3=CC=NC=C3
1147,87337131.0,4094710.0,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F,Inactive,21.0,,,-14.22,-23.25,-20.62,-5.47,-7.52,1071.59,1048.93,918.3,935.93,0,9.98,100,0.78,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F
1148,56422204.0,2724385.0,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,Inactive,21.0,,,36.65,37.89,34.4,36.78,37.53,544.34,574.46,553.96,547.48,0,9.98,100,0.78,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
1149,49819025.0,1286643.0,C1=CC(=CC(=C1)NC(=O)CSC2=NN=C(O2)C3=CC=C(C=C3)Br)C(=O)O,Active,30.0,,,63.37,62.8,61.19,59.87,69.61,329.56,343.48,354.81,270.85,0,9.98,100,0.78,C1=CC(=CC(=C1)NC(=O)CSC2=NN=C(O2)C3=CC=C(C=C3)Br)C(=O)O
1150,49668991.0,22330954.0,CCCCCOC1=CC=C(C=C1)/C=C/C2=C(C(=O)N(C(=O)N2C)C)[N+](=O)[O-],Inactive,21.0,,,11.58,5.72,3.34,18.68,18.59,821.74,842.27,710.03,710.82,0,9.98,100,0.78,CCCCCOC1=CC=C(C=C1)/C=C/C2=C(C(=O)N(C(=O)N2C)C)[N+](=O)[O-]
1151,17507422.0,692729.0,CCOC(=O)C1=CC(=CC=C1)NC(=O)/C=C/C2=CC3=C(C=C2)OCO3,Active,30.0,,,68.81,68.1,69.63,68.65,68.86,283.87,270.68,279.13,277.32,0,9.98,100,0.78,CCOC(=O)C1=CC(=CC=C1)NC(=O)/C=C/C2=CC3=C(C=C2)OCO3
1152,26668382.0,2952899.0,COC1=CC=C(C=C1)C(=O)NN2C(=O)C3=CC=CC=C3N=C2SCC(=O)NCC4CCCO4,Active,30.0,,,59.51,56.62,56.34,60.95,64.14,382.86,385.26,345.49,318.05,0,9.98,100,0.78,COC1=CC=C(C=C1)C(=O)NN2C(=O)C3=CC=CC=C3N=C2SCC(=O)NCC4CCCO4
1153,89855899.0,44825858.0,CC1=CC=CC=C1CN2CC3=CN=NN3C4=CC=CC=C4C2C#N,Active,30.0,,,96.68,96.18,96.19,97.14,97.21,41.74,41.63,33.42,32.85,0,9.98,100,0.78,CC1=CC=CC=C1CN2CC3=CN=NN3C4=CC=CC=C4C2C#N
1154,14731999.0,838555.0,C1CCC2=C(C1)C(=C(S2)NC(=O)CSC3=NC=NN3)C#N,Active,30.0,,,94.07,93.95,94.04,94.56,93.73,60.99,60.15,55.7,62.89,0,9.98,100,0.78,C1CCC2=C(C1)C(=C(S2)NC(=O)CSC3=NC=NN3)C#N
1155,26732569.0,122737.0,CN1C2CC(C1C3CC4=C(C(N3C2C#N)CO)C(=CC=C4)OC)C(=O)O,Inactive,21.0,,,7.62,6.54,-1.33,13.1,12.16,814.68,882.55,758.13,766.29,0,9.98,100,0.78,CN1C2CC(C1C3CC4=C(C(N3C2C#N)CO)C(=CC=C4)OC)C(=O)O
1156,49737464.0,2985637.0,CC1=CC=CC=C1C(=O)N2CCN(CC2)C3=CC=C(C=C3)NC(=O)C4=CC5=C(C=C4)OCCO5,Inactive,21.0,,,14.17,8.89,14.01,14.66,19.11,794.42,750.26,744.72,706.29,0,9.98,100,0.78,CC1=CC=CC=C1C(=O)N2CCN(CC2)C3=CC=C(C=C3)NC(=O)C4=CC5=C(C=C4)OCCO5
1157,51086414.0,24892073.0,CN(C)CCCN(C1=NC2=CC3=C(C=C2S1)OCCO3)C(=O)C4=CC5=C(S4)C=CC(=C5)[N+](=O)[O-].Cl,Inactive,21.0,,,29.43,20.18,30.18,27.62,39.73,697.08,610.87,632.93,528.5,0,9.98,100,0.78,CN(C)CCCN(C1=NC2=CC3=C(C=C2S1)OCCO3)C(=O)C4=CC5=C(S4)C=CC(=C5)[N+](=O)[O-].Cl
1158,17414382.0,2205293.0,C1=CC=C2C(=C1)C=CC=C2CC(=O)NC3=CC=C(C=C3)C4=CC5=CC=CC=C5OC4=O,Active,30.0,,,68.06,67.15,68,69.34,67.75,292.06,284.75,273.21,286.88,0,9.98,100,0.78,C1=CC=C2C(=C1)C=CC=C2CC(=O)NC3=CC=C(C=C3)C4=CC5=CC=CC=C5OC4=O
1159,51086415.0,24892075.0,CN(C)CCCN(C1=NC2=C(S1)C=CC(=C2)OC)C(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCC5=CC=CC=C5C4.Cl,Inactive,21.0,,,32.36,24.22,33,23.23,48.99,662.25,586.54,670.79,448.66,0,9.98,100,0.78,CN(C)CCCN(C1=NC2=C(S1)C=CC(=C2)OC)C(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCC5=CC=CC=C5C4.Cl
1160,46500354.0,6604176.0,CC1=C(C2=C3N1[C@@H](COC3=CC=C2)CN4CCOCC4)C(=O)C5=CC=CC6=CC=CC=C65.CS(=O)(=O)O,Active,30.0,,,45.91,44.52,45.41,46.6,47.1,487.23,479.52,469.25,464.94,0,9.98,100,0.78,CC1=C(C2=C3N1[C@@H](COC3=CC=C2)CN4CCOCC4)C(=O)C5=CC=CC6=CC=CC=C65.CS(=O)(=O)O
1161,26729070.0,9583715.0,CC(C)(C)C1=CC=C(C=C1)/C(=N/OC2=NC=NC3=C2C=NN3C)/N,Active,30.0,,,98.26,97.78,97.6,99.05,98.61,27.91,29.46,16.99,20.76,0,9.98,100,0.78,CC(C)(C)C1=CC=C(C=C1)/C(=N/OC2=NC=NC3=C2C=NN3C)/N
1162,85146201.0,44142145.0,CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC=CC5=C4SC6=CC=CC=C56,Inactive,21.0,,,28.26,28.54,25.39,30.43,28.7,625.01,652.16,608.67,623.66,0,9.98,100,0.78,CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC=CC5=C4SC6=CC=CC=C56
1163,47201206.0,9633426.0,C1=CC=NC(=C1)/C(=N/OC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl)/N,Inactive,21.0,,,28.09,32.89,28.93,23.54,27,587.45,621.61,668.11,638.3,0,9.98,100,0.78,C1=CC=NC(=C1)/C(=N/OC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl)/N
1164,24781348.0,9653493.0,CCOC1=C(C=CC(=C1)/C=N/NC2=CC=CC(=C2)C(=O)O)OC(=O)C3=CC=CC=C3,Active,30.0,,,90.41,89.41,90.78,90.74,90.73,100.11,88.28,88.65,88.73,0,9.98,100,0.78,CCOC1=C(C=CC(=C1)/C=N/NC2=CC=CC(=C2)C(=O)O)OC(=O)C3=CC=CC=C3
1165,49731807.0,16446371.0,COC1=CC=CC=C1NC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=CC=C3,Active,30.0,,,82.54,97.74,94.84,98.56,39.04,28.24,53.28,21.21,534.48,0,9.98,100,0.78,COC1=CC=CC=C1NC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=CC=C3
1166,24808711.0,798238.0,CC1=CC(=C2C(=C1)C(=CC(=N2)C)NC3=CC=C(C=C3)C(=O)C)C,Inactive,21.0,,,18.28,21.04,11.92,22.04,18.14,689.67,768.32,681.06,714.69,0,9.98,100,0.78,CC1=CC(=C2C(=C1)C(=CC(=N2)C)NC3=CC=C(C=C3)C(=O)C)C
1167,17403508.0,1042545.0,COC(=O)C1=CC(=C(C=C1)SC2=NN=NN2C3=CC=CC=C3)[N+](=O)[O-],Inactive,21.0,,,3.67,0.11,2.96,4.22,7.39,870.2,845.54,834.71,807.36,0,9.98,100,0.78,COC(=O)C1=CC(=C(C=C1)SC2=NN=NN2C3=CC=CC=C3)[N+](=O)[O-]
1168,89855697.0,252247.0,CC(=O)OC1=CC=CC=C1C(=O)C=CC2=CC(=CC=C2)[N+](=O)[O-],Active,30.0,,,93.52,91.66,94.45,94.4,93.57,80.71,56.65,57.09,64.26,0,9.98,100,0.78,CC(=O)OC1=CC=CC=C1C(=O)C=CC2=CC(=CC=C2)[N+](=O)[O-]
1169,22403648.0,9564843.0,CCOC1=CC=C(C=C1)OCC2=CC(=CC=C2)C(=O)N/N=C/C3=CN=CC=C3,Active,30.0,,,90.41,89.05,89.09,91.12,92.4,103.22,102.88,85.36,74.3,0,9.98,100,0.78,CCOC1=CC=C(C=C1)OCC2=CC(=CC=C2)C(=O)N/N=C/C3=CN=CC=C3
